environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score
prod,0.28856337775599217,0,1,0,0.8661182373684203,6,0.5
staging,0.46018662442706293,1,3,1,0.6102627025749693,0,0.5
staging,0.5334374802580102,1,2,0,0.6824098246319453,6,0.5
prod,0.2304009441608164,1,1,0,0.5917912819141306,0,0.5
dev,0.4498596715220309,0,3,0,0.2911268527758296,4,0.9
staging,0.8190733280356418,0,1,1,0.7222059236064156,6,0.5
dev,0.74032685563446,1,2,0,0.7203167255304561,6,0.5
dev,0.7633210743748648,1,1,0,0.5363746882538655,1,0.5
prod,0.3988627121180486,0,3,0,0.41383418957141227,5,0.5
prod,0.6897656701096166,1,2,0,0.29581090191272885,1,0.5
prod,0.7156321037746063,1,1,1,0.31718597445042906,8,0.5
prod,0.9919302075825083,1,2,0,0.8153615237470002,3,0.5
prod,0.7571497100455195,0,3,1,0.23159577488996463,4,0.5
prod,0.41598591696331133,1,2,1,0.776241308035974,4,0.5
dev,0.9606957336538278,1,3,0,0.4460954444603007,9,0.5
staging,0.6804321272287897,0,3,1,0.8801996127157015,7,0.5
staging,0.5826639434569365,0,3,1,0.3705538505326096,5,0.5
prod,0.13574540503203447,0,3,1,0.16017002473508957,9,0.5
staging,0.2542348199956498,1,2,1,0.1548816645208524,9,0.5
dev,0.7444947609480973,0,1,0,0.4015829772348203,4,0.5
prod,0.8485504569169856,0,3,1,0.48278950842019364,8,0.5
prod,0.5335019900023523,0,3,0,0.5015121150631628,4,0.9
dev,0.3491155938843651,1,1,1,0.2048534186021821,9,0.5
prod,0.3767001713561635,1,2,1,0.9745640239064457,4,0.5
prod,0.978751899840405,0,1,0,0.6550403675212852,8,0.5
prod,0.7348685982422839,0,2,1,0.308936774167357,9,0.5
prod,0.8777168771305184,0,1,1,0.5232817958941846,5,0.5
dev,0.8567324139602783,1,1,1,0.016877803548249526,9,0.5
staging,0.5992976058059603,0,1,0,0.5859251581284689,0,0.5
staging,0.6054811597085074,1,1,0,0.8825284453026251,0,0.9
dev,0.12295659562144948,0,2,0,0.5734442424566247,1,0.5
dev,0.4075261629389756,0,3,0,0.695442576924115,1,0.5
prod,0.23167877369517947,0,3,1,0.3123125749451997,6,0.5
prod,0.5681859113236385,1,2,1,0.9277095399094547,2,0.5
staging,0.670759997152656,1,3,1,0.05775687911777794,6,0.5
prod,0.5290554597494673,1,3,1,0.4645061689893337,0,0.5
prod,0.7975415849606727,0,3,0,0.06545753561807399,5,0.5
prod,0.7350415110571903,1,3,1,0.7352418219423178,9,0.5
staging,0.9188423982771616,0,3,0,0.509224734417494,3,0.9
prod,0.6722158536392809,0,2,0,0.550912033006587,6,0.5
dev,0.5489376823697096,1,1,1,0.042099216605904766,2,0.9
staging,0.5392104065979327,0,1,1,0.6086191606377791,8,0.5
dev,0.6930014956030239,1,1,0,0.8003985372876027,7,0.5
prod,0.15293276544123416,1,1,1,0.2086285597023344,3,0.5
prod,0.9869358944226284,0,1,1,0.24409526205631082,8,0.9
prod,0.8904304077554531,1,2,1,0.40730984104022383,0,0.5
staging,0.6481147014591733,1,2,0,0.062454992875073945,5,0.5
dev,0.31172738894796026,1,1,1,0.25952521431410147,4,0.5
staging,0.487518144012127,0,1,0,0.3933367607413175,3,0.5
prod,0.48456105257104165,0,1,0,0.8217979414539907,2,0.5
staging,0.4545311773942834,0,1,1,0.43584655534847394,8,0.5
prod,0.5608230149514873,0,1,1,0.5899352309004283,9,0.5
dev,0.37100588543055335,1,2,0,0.775092382329944,5,0.5
prod,0.9844873959979747,1,2,1,0.16223368975270736,6,0.5
prod,0.19593768161103223,0,2,1,0.6983852917218796,1,0.5
dev,0.8246632789184432,0,2,1,0.7246504067765591,2,0.5
dev,0.82072058452522,0,1,1,0.9436220085237428,2,0.9
prod,0.4285121391773552,1,3,0,0.4092836107069113,2,0.5
staging,0.8955841897617339,1,2,0,0.7921963575953217,2,0.5
dev,0.6433822301300629,0,3,0,0.11710238774425297,9,0.5
prod,0.17246135878629915,0,1,1,0.4082701394880427,2,0.5
staging,0.5866313356872984,0,3,1,0.609920811451669,7,0.5
dev,0.2605801398667597,0,2,1,0.09472240567261658,2,0.9
prod,0.8618168236197107,0,1,0,0.90162288116176,0,0.5
staging,0.42896775769951634,1,3,0,0.3724229124710835,0,0.5
prod,0.7389017359970084,0,3,0,0.8031160541194711,6,0.5
staging,0.7082598143278679,1,3,1,0.5042798484191842,7,0.5
dev,0.37726739496475237,1,1,0,0.996038785668928,0,0.9
dev,0.31257165980321566,0,2,0,0.46454631218074194,9,0.5
prod,0.65649491432029,1,1,0,0.5490432770354552,1,0.9
prod,0.2020790921964118,1,1,0,0.11840221956521468,6,0.9
prod,0.6003793425674958,1,2,0,0.21922822207050718,8,0.5
prod,0.9427030770407914,0,3,1,0.09302523458742995,9,0.5
prod,0.5398588810930922,0,1,1,0.5258835165929063,9,0.5
staging,0.3709641599735908,0,3,1,0.1899581757394626,9,0.5
prod,0.35304367992687213,1,1,0,0.23290731664994813,6,0.5
prod,0.7600897734963168,0,3,1,0.7037428563515555,7,0.9
dev,0.9768695999497982,0,3,1,0.7527209340317053,7,0.5
dev,0.17470061126190936,1,2,0,0.6801673783083884,6,0.5
dev,0.1298041015230233,1,3,0,0.7511166378017244,4,0.5
dev,0.5318673898276268,0,3,1,0.11885001340015422,6,0.5
staging,0.5844565775444857,1,3,1,0.3713364549647229,8,0.5
prod,0.20987642987308333,1,3,0,0.31677096317166065,3,0.5
dev,0.19481639667404949,1,1,1,0.41648071932882913,9,0.5
staging,0.7233678935680778,0,2,0,0.5042671909403557,9,0.9
staging,0.48696179349294333,1,2,0,0.2155351606676854,3,0.5
prod,0.27021990944012825,1,2,1,0.24033686451265635,2,0.5
prod,0.4122697453730314,1,2,1,0.15740384784958383,0,0.5
staging,0.37862966076658733,0,3,0,0.7706231845956347,8,0.5
dev,0.19299809880843016,0,3,0,0.2821830624793019,6,0.9
staging,0.5731843191772955,0,2,0,0.9670730090788524,8,0.5
staging,0.14558404383369006,1,3,1,0.6515974023103057,5,0.9
staging,0.8828847869768287,1,1,1,0.7361220401896915,6,0.5
prod,0.23471662617535455,1,2,0,0.26411620544989245,5,0.5
prod,0.9819395290488212,1,3,1,0.9616832299554956,9,0.5
prod,0.3336724594925025,1,1,0,0.9598565355199535,1,0.5
prod,0.32123368071828584,0,1,1,0.5207215405421636,8,0.5
dev,0.939411047133273,1,1,0,0.0908844315768953,0,0.5
staging,0.2749318069333397,1,1,1,0.12083661319108563,2,0.5
staging,0.2050350755787732,0,3,1,0.7649450442532196,9,0.5
prod,0.4187879475132741,0,2,0,0.3883501344833472,7,0.5
prod,0.5071924727087214,1,3,1,0.5162314857344661,9,0.5
staging,0.21377340143908152,1,1,1,0.6496393326573994,8,0.5
dev,0.977901293726944,0,2,0,0.7980738621127287,3,0.5
staging,0.11272184196559336,0,3,0,0.7067228713724215,2,0.5
dev,0.11626788676929906,1,2,0,0.24021902884237,4,0.5
dev,0.8312705509653834,1,3,1,0.5941424896307355,9,0.5
prod,0.10413634842903464,1,3,0,0.22833842439307706,1,0.5
prod,0.48008320685656036,1,3,1,0.53863373624208,2,0.5
dev,0.38194065339293515,0,1,0,0.677467141155419,8,0.5
prod,0.36743391658488067,0,1,0,0.4292712899428812,8,0.5
dev,0.7581944044865613,1,1,1,0.17790850773479405,6,0.5
staging,0.20132389232254466,1,1,0,0.17415459339601447,9,0.5
staging,0.6616072458108962,0,1,0,0.13851108413401203,5,0.5
prod,0.9689751875494023,1,1,1,0.4921219410390213,3,0.9
prod,0.9454794957735992,1,1,0,0.7935033886167697,6,0.5
prod,0.3279487122481666,0,3,0,0.986825370063595,4,0.5
staging,0.4959188415296265,1,2,0,0.9123967702070895,4,0.5
prod,0.910368390565072,1,1,0,0.1502397691303604,4,0.5
prod,0.8440357623720788,0,3,0,0.17644903339935347,4,0.5
prod,0.8937753998010989,1,3,1,0.15115381292720143,8,0.5
staging,0.6717550422361689,0,2,0,0.876565659507539,9,0.5
dev,0.41901346273685247,1,3,0,0.19087383196671004,7,0.5
prod,0.6250615046768843,1,2,1,0.3483837626225399,6,0.5
staging,0.4313135237117687,0,2,1,0.7324781043230807,4,0.5
dev,0.23498085236976876,0,2,1,0.03260097565092257,9,0.5
staging,0.9953735963402514,0,1,1,0.2806296467485325,6,0.5
prod,0.9349111498466148,0,1,1,0.5202407647881123,2,0.5
prod,0.6802086580778495,1,2,0,0.6052775010467857,5,0.5
staging,0.6623398664539454,1,2,1,0.7351465066489913,3,0.5
dev,0.3485683143329682,1,3,1,0.9546952763099328,9,0.5
prod,0.21879542390858553,0,2,1,0.5177496738301397,2,0.5
staging,0.38353962969056177,0,3,0,0.5838995407335812,3,0.5
prod,0.6805193829272548,1,3,1,0.7540298369722501,8,0.5
staging,0.7288984748749727,0,1,0,0.21269158944600997,1,0.5
staging,0.9865681239492178,1,1,1,0.2952100600524237,7,0.5
prod,0.23855058362762444,1,1,1,0.7087541522922307,3,0.5
dev,0.3248993924079274,0,3,1,0.8329430451226011,9,0.5
staging,0.5963311559204743,0,3,1,0.9561024922503032,9,0.5
staging,0.721366926717464,0,1,0,0.6887428161537342,1,0.5
dev,0.6766903682709695,1,2,1,0.2857783913662777,2,0.5
staging,0.3898286485044151,0,1,0,0.5377382175738623,6,0.5
staging,0.608215312944202,1,2,1,0.9904310780661973,2,0.5
staging,0.712220719663826,1,3,0,0.6818054112148622,9,0.5
dev,0.4579431721118039,1,3,0,0.8544479526522776,2,0.5
staging,0.22037956171487327,1,3,0,0.415934670542218,0,0.5
staging,0.42526602567170424,0,2,0,0.39340369223209437,1,0.5
dev,0.17280434651059517,0,1,0,0.19946511860254112,2,0.5
dev,0.3337835434814791,1,1,0,0.16932069896268553,1,0.9
staging,0.6732647575239213,1,2,0,0.49408437578914133,6,0.5
staging,0.5030832899264426,0,2,0,0.11188991399571602,4,0.5
staging,0.7163984542297892,1,2,1,0.5376177830617475,4,0.5
dev,0.20462898532990126,1,1,0,0.575694146334139,8,0.5
dev,0.7221656544161131,0,1,1,0.8478224247610052,4,0.5
prod,0.9283853056554826,1,1,0,0.8573441580876654,2,0.5
staging,0.2646604303972627,1,3,1,0.9156655131302989,9,0.5
dev,0.5526750210422677,0,1,1,0.9013133204378896,7,0.5
dev,0.658321986742567,1,2,1,0.17078485330664117,0,0.9
dev,0.4836076654559539,1,2,0,0.6889916976919246,7,0.5
staging,0.3138384870959399,1,2,0,0.14691574691329423,3,0.9
staging,0.9950387572383738,0,3,1,0.5576278363159202,5,0.5
dev,0.23854288506927393,0,2,0,0.22009176178140344,8,0.5
dev,0.8677205430929593,1,2,0,0.3543784156613161,1,0.5
staging,0.4416316393206088,0,3,1,0.5347204071246546,1,0.5
staging,0.24464166754021305,1,3,1,0.012405638363912952,2,0.5
prod,0.8572074095878024,0,2,0,0.24733458987328638,4,0.5
dev,0.39771892502571626,1,1,0,0.4628564633256098,0,0.5
prod,0.7877395206847131,0,1,0,0.1146113508887423,0,0.9
dev,0.42799097338811154,1,2,1,0.9753163716607082,2,0.5
dev,0.9036934757288583,0,1,0,0.7471466413950848,2,0.5
prod,0.9182990158228755,0,1,0,0.25114205320575866,3,0.5
staging,0.10209433720894251,1,3,1,0.1110949477699692,1,0.9
prod,0.7887240582538049,0,1,1,0.7247874324622643,0,0.5
prod,0.2853268700784591,0,1,1,0.06862609480917503,1,0.5
prod,0.5140118012904469,0,2,1,0.17051902223465043,6,0.9
dev,0.3658767864051078,1,3,1,0.6735774968297464,7,0.5
dev,0.5708736258963383,1,2,1,0.10586221194970669,9,0.5
staging,0.48168702498833904,0,2,1,0.5439088476238736,4,0.5
prod,0.18068495041052668,1,2,0,0.4234650240924287,7,0.5
staging,0.38682404565290185,0,2,1,0.4560570879453454,3,0.5
staging,0.4087074022081345,0,2,1,0.08197248645838362,5,0.9
dev,0.6585753645597153,0,3,0,0.829693329484568,2,0.5
staging,0.20085615566115933,1,3,1,0.6954949494383196,6,0.5
dev,0.7197992241916331,1,3,1,0.07666870953472249,8,0.5
staging,0.8857318495656069,0,1,1,0.7857223075571586,7,0.9
dev,0.4813485826972177,1,3,0,0.41440922333738395,2,0.5
staging,0.5453739289510636,0,3,1,0.11466904188957971,2,0.5
dev,0.7260958943517796,0,1,1,0.8723918941985065,3,0.5
staging,0.9014618580324575,1,2,0,0.7356436500022514,3,0.5
dev,0.3291581563013173,0,3,0,0.126075801019079,1,0.5
prod,0.5545299837549327,0,3,0,0.739460283328392,0,0.5
staging,0.2591829187970087,0,2,0,0.24169865955361414,0,0.5
staging,0.18045998594202195,1,1,1,0.48208614163021835,5,0.5
staging,0.5897128266865073,0,1,0,0.49079156651415845,5,0.5
prod,0.8428070869959506,0,3,1,0.4936585163033762,0,0.5
dev,0.3405967368373818,1,1,1,0.26854473802576917,6,0.5
dev,0.9505919002884677,1,2,0,0.8667472276768733,1,0.5
dev,0.5457939340500614,0,1,1,0.31008814775414284,3,0.5
dev,0.8451699912241494,1,2,1,0.9584895519350521,6,0.5
staging,0.7427565273212986,0,2,1,0.7149955964157185,7,0.5
dev,0.12909671038083154,0,3,0,0.7104106269382436,2,0.5
prod,0.3305723728420882,1,2,1,0.06115745675949191,3,0.5
dev,0.7543546277554536,0,3,0,0.21258958774278414,8,0.5
dev,0.6746748865843085,0,2,1,0.6563099788053968,5,0.5
dev,0.3185361754776949,1,3,0,0.07852242108208041,9,0.5
staging,0.7909030365894989,1,3,0,0.569502424219656,5,0.5
staging,0.24404174248542346,0,2,0,0.23687801681611698,1,0.5
dev,0.29655410891650064,0,1,0,0.8614260751667938,9,0.5
staging,0.7425215803441472,0,3,1,0.9382579812563405,3,0.5
prod,0.7867002258166836,0,3,0,0.11089645404063087,9,0.5
prod,0.44114647128542206,0,2,0,0.17293840038951658,3,0.5
dev,0.7871532576626378,0,2,0,0.964780915025359,7,0.5
prod,0.82808404705736,0,1,0,0.8956875683866866,1,0.5
dev,0.4206051872870553,0,3,0,0.747778697126144,4,0.5
prod,0.709135086141129,0,1,0,0.8117316372190411,8,0.5
dev,0.8685089277227374,0,2,0,0.4928044559574689,8,0.5
prod,0.5087812317858825,1,2,0,0.4136274100098768,2,0.5
dev,0.7755993936529424,0,2,1,0.030947019933288633,5,0.5
prod,0.8561982463679528,1,1,0,0.1341830231962191,9,0.5
prod,0.9421543590193647,0,1,1,0.46859309662223403,8,0.5
dev,0.6796949752396075,1,1,1,0.374069125384799,3,0.9
prod,0.8200104879381634,0,1,1,0.5268332845084102,4,0.5
staging,0.2509432592357944,1,1,1,0.9441268308411066,4,0.5
dev,0.20833785153935136,1,1,1,0.207459900821526,8,0.5
dev,0.3991380986801428,0,3,0,0.06984414652041127,0,0.5
prod,0.1721297586296562,0,1,0,0.9802268971562663,5,0.5
prod,0.9648097752604486,1,1,1,0.7263983453379718,5,0.5
prod,0.6779497745378981,1,3,0,0.7071005707838554,0,0.5
prod,0.4983857245381582,0,2,0,0.0480447754970208,0,0.5
staging,0.709522299000347,0,1,1,0.7439455651962097,5,0.5
dev,0.24684844371422077,0,2,0,0.886443903464614,4,0.9
dev,0.5565795656334054,1,2,0,0.7213881725776662,5,0.5
prod,0.48747565163562356,0,1,0,0.03044911181444776,0,0.9
staging,0.9598499429759889,1,3,0,0.8395416804388502,1,0.5
prod,0.7513037204465737,1,3,1,0.03418466862480263,3,0.5
prod,0.38975398690283725,0,1,0,0.3133576137489571,5,0.5
staging,0.30607931437161306,1,3,0,0.25494905646167765,0,0.5
staging,0.9232272288299563,1,2,0,0.1910388581392346,8,0.5
dev,0.745125244227501,1,3,0,0.1176459308408665,4,0.5
staging,0.6758709664272615,0,2,0,0.5358400653309545,6,0.5
prod,0.8362598954477054,0,3,1,0.22493663611505088,9,0.5
prod,0.7937413916126596,0,1,1,0.3235829522727185,5,0.5
dev,0.5740787879524761,1,1,1,0.9783402105942433,6,0.5
staging,0.34983527523910174,1,1,1,0.30989070787445416,8,0.5
dev,0.7102482695524315,1,2,0,0.7275305469886587,3,0.5
prod,0.24544810942554235,1,3,1,0.8436719335695184,7,0.5
dev,0.17071133697691637,0,1,0,0.9362698016086379,5,0.5
staging,0.8550924356053012,1,2,0,0.5801431250014971,3,0.5
staging,0.7999716803030996,0,3,1,0.10556223454402447,1,0.5
dev,0.7157828441811351,1,1,1,0.48705491851217664,7,0.5
staging,0.5081673516015538,0,1,1,0.08307974289524755,8,0.5
staging,0.7639172212253602,1,1,0,0.17844475772126955,3,0.9
staging,0.15191247569461835,1,2,0,0.18041682446481633,2,0.9
dev,0.2899462337436585,0,1,0,0.8877953124540575,2,0.9
prod,0.7813829575914134,1,3,0,0.8679074140794302,7,0.5
prod,0.7663962196447127,1,1,0,0.9003153356766527,2,0.5
dev,0.8718264297456638,1,1,0,0.948536125356324,2,0.5
prod,0.49327548313158853,0,3,0,0.36326949557757704,4,0.5
dev,0.5118533696927597,1,1,0,0.7332228331102266,8,0.9
staging,0.2246604983376364,1,3,1,0.9263808351348338,4,0.5
prod,0.33798983729157184,1,3,1,0.4768921073196122,4,0.9
staging,0.5479505969084877,0,3,1,0.13833304567215265,8,0.9
prod,0.5725160950847511,1,2,0,0.7652133141962846,7,0.5
dev,0.7166203673253173,0,3,1,0.149342268694304,0,0.5
dev,0.36260170238281675,1,2,1,0.7786422242784939,1,0.5
prod,0.7900381846108808,1,3,1,0.6035537660971064,1,0.5
staging,0.7639931161897076,1,3,0,0.35491822303440657,4,0.5
prod,0.49390382622478846,1,1,1,0.3561070082116369,0,0.5
dev,0.40823439305289455,0,2,1,0.7109051867352262,9,0.5
dev,0.18591753913935077,0,2,0,0.9071735429292073,3,0.5
dev,0.11363412278938485,1,1,1,0.18982587855679145,8,0.5
prod,0.15131829921875264,0,3,1,0.23609846240047772,4,0.5
dev,0.1056759897885981,1,3,0,0.7376427664779693,3,0.5
staging,0.19849305324281533,1,2,1,0.8389062247611958,4,0.5
prod,0.7437366572558289,0,1,1,0.7862042230550212,1,0.5
dev,0.7423484561948609,1,2,1,0.436003549366748,2,0.5
staging,0.22685126901788738,0,2,0,0.35516368705796075,0,0.5
dev,0.5865491905847715,0,1,1,0.26496911826924485,1,0.5
dev,0.7390286570383511,0,2,0,0.6507101328032817,1,0.5
prod,0.25243092616157625,0,1,0,0.27961858856770183,4,0.5
dev,0.11150275668923769,1,2,1,0.45883482030500666,6,0.5
staging,0.36490318573065306,0,2,0,0.2344333445258029,5,0.9
dev,0.7654773399891949,1,2,0,0.857121903579871,3,0.9
staging,0.8695314150122486,0,1,1,0.5856609242412634,5,0.5
prod,0.5746327060824088,0,2,0,0.8393024226984338,5,0.5
staging,0.8206509459175925,0,1,1,0.0586220457877199,5,0.5
dev,0.7344505340513423,1,1,1,0.21913934746431396,0,0.5
dev,0.982575883293373,1,2,1,0.62370438886465,1,0.5
staging,0.9187978389093886,0,2,1,0.8224940786746157,0,0.5
prod,0.10093922610668543,1,1,0,0.8351091120926766,9,0.5
dev,0.6243237083538811,1,3,1,0.4326405440096033,0,0.5
dev,0.8393865801660115,1,3,1,0.2767003540910967,6,0.5
dev,0.9511926711337416,1,3,0,0.42294885917970626,0,0.5
staging,0.831604303566528,0,3,1,0.4336894946554156,4,0.5
dev,0.45794554744561333,0,3,1,0.4233738358407444,0,0.5
dev,0.2953423182927529,0,2,1,0.9132433936375892,8,0.5
staging,0.1811958993585266,0,3,0,0.19921279491482202,9,0.5
prod,0.8957584807764061,0,3,1,0.3231286007412717,8,0.5
dev,0.6092625375066089,0,1,1,0.5095078409227323,4,0.9
prod,0.2467428230323296,1,3,1,0.32045696905736953,7,0.9
dev,0.16533842473114513,1,2,0,0.35316908897905086,2,0.5
prod,0.6582651740991929,1,2,1,0.3622989396616927,3,0.5
staging,0.5985156275679883,0,1,0,0.9188246376663224,3,0.9
prod,0.5508809319775305,0,2,0,0.24720242593471342,4,0.5
dev,0.5683750064622812,1,3,0,0.9282523101790057,9,0.5
staging,0.555994881900695,0,3,1,0.8042158744040956,1,0.5
staging,0.5183970767937619,0,1,1,0.5893601396100985,5,0.5
dev,0.35303368510597277,1,1,1,0.3846113651798587,9,0.5
dev,0.2942928536178128,0,2,1,0.22966083735595744,4,0.5
dev,0.1429232763577575,1,1,0,0.1088889422776631,6,0.5
prod,0.7877359174434901,0,3,1,0.8571829116377437,9,0.5
staging,0.28118416068313945,0,3,1,0.4665473417417436,7,0.5
staging,0.20474264967335376,0,3,1,0.6172184367387774,3,0.5
staging,0.9167892837084078,1,2,0,0.5477928566824988,0,0.5
prod,0.6452909769789453,0,3,1,0.11369024521339133,4,0.5
prod,0.4001381347091655,1,2,0,0.3024306507655836,4,0.5
prod,0.16330965665964453,0,3,1,0.6902474616754408,4,0.5
staging,0.24433352708117342,1,3,1,0.4214516334924463,8,0.5
dev,0.8357396613432626,0,1,0,0.6060320814971342,9,0.5
prod,0.7723026418008804,1,1,1,0.6327198343027644,3,0.5
dev,0.5653830589182213,0,2,0,0.26351806987462656,5,0.5
staging,0.6476669865192535,0,3,0,0.41093335597809966,9,0.5
dev,0.20760300720281083,1,2,0,0.9289880676960393,2,0.9
staging,0.8078538203227783,1,1,1,0.38048320147705716,4,0.5
dev,0.6927805449059208,1,2,0,0.5762700755939859,8,0.5
dev,0.2762527824112524,0,1,0,0.32949264776252807,8,0.5
staging,0.5330840310124159,1,1,0,0.0767570535665022,7,0.5
prod,0.48292474169857114,0,3,0,0.6788179280123582,9,0.5
prod,0.8559383057635255,1,1,0,0.05295737351882246,8,0.5
dev,0.6270362650181471,0,1,1,0.38847054751665844,9,0.5
staging,0.1886923127337456,1,1,1,0.3714949613108415,6,0.5
prod,0.5921922353010836,0,3,1,0.01352093947996913,3,0.5
dev,0.6861345969027641,0,2,1,0.5607814083421466,1,0.5
prod,0.7991775322604003,1,2,0,0.3966226979359888,7,0.5
prod,0.5682975401049246,0,1,0,0.9243790584554776,1,0.5
staging,0.27609544076954035,0,1,1,0.6529205466441445,5,0.5
dev,0.7149371018384353,0,3,0,0.22617186163794933,0,0.5
prod,0.390492332615472,0,3,1,0.04066566011903827,0,0.5
dev,0.5467732279491809,0,2,0,0.9529009303647165,3,0.5
staging,0.9801096869083311,0,3,1,0.16750393863139668,2,0.5
prod,0.9995176331704206,0,2,0,0.12727849928737656,7,0.5
staging,0.20264055651947865,0,2,1,0.5620087141692648,3,0.5
dev,0.9113342728095629,1,1,1,0.013300512419240018,8,0.5
staging,0.6762828055964298,1,2,1,0.7092281239214066,7,0.5
staging,0.3976922600999192,1,1,1,0.1937829090347719,6,0.5
prod,0.1949798183783717,0,3,0,0.23701708294528923,2,0.5
dev,0.5996966484866612,0,1,1,0.86136620202325,5,0.5
dev,0.26117940226139696,1,3,0,0.697961458020227,5,0.5
staging,0.5068802358383845,1,2,1,0.2811609865384267,1,0.5
staging,0.6784870995385478,1,3,1,0.02465651628694676,1,0.5
staging,0.6328214559873396,1,1,1,0.8056074394495591,5,0.5
staging,0.9564694518309699,0,1,1,0.7681394531289132,3,0.5
dev,0.7855286942298951,0,3,1,0.1285939868288951,5,0.5
staging,0.19296622900356014,0,3,0,0.3013790164359459,4,0.5
staging,0.8088156808777396,1,1,0,0.13094860461824742,5,0.5
prod,0.27496454493889927,0,2,1,0.4352620979486025,1,0.5
prod,0.517756417138879,0,1,1,0.4741504310345831,9,0.5
staging,0.6776817964234197,0,2,1,0.7986518987384604,9,0.5
dev,0.9143681083118786,1,2,0,0.423277543174414,4,0.5
dev,0.8172211927846775,1,1,1,0.7110572516663217,3,0.5
staging,0.6172207011450372,0,3,1,0.5809076750273924,8,0.5
staging,0.18336231213529086,0,2,0,0.51590441819882,7,0.5
staging,0.8199455079597134,0,2,0,0.6183712536528592,4,0.9
dev,0.22965624196508416,1,1,0,0.37346204400443017,6,0.5
prod,0.16292510758041706,0,2,1,0.8248037989503889,1,0.5
prod,0.3715942448272601,0,1,0,0.9987073910906821,2,0.5
dev,0.17945303872566792,1,3,0,0.5313069390891574,1,0.5
staging,0.3413407315034932,0,3,1,0.5921190129360416,2,0.5
staging,0.5258300020864246,1,3,0,0.09703363026678913,5,0.5
staging,0.22838485701080927,0,2,1,0.4170140804655742,0,0.5
prod,0.8793251363436844,0,3,1,0.07181309695720606,1,0.5
staging,0.9861207538307207,0,2,0,0.323900931586499,4,0.5
dev,0.5393633046007575,1,2,0,0.31233248504592726,8,0.5
prod,0.5088732641552474,0,1,0,0.051122702423678335,7,0.5
dev,0.3613314040018627,1,2,1,0.9823343822205757,0,0.9
prod,0.418623740124051,1,1,0,0.4385721699073466,3,0.5
staging,0.49122660305762833,1,2,1,0.8608589830286003,2,0.5
staging,0.5089396206829673,1,3,0,0.31127486839224583,8,0.5
staging,0.35011696632170086,1,2,1,0.602112819015217,3,0.5
staging,0.32721383269015336,1,3,1,0.8080749233210208,0,0.9
prod,0.9250930268889099,0,3,1,0.34573848940099816,6,0.5
prod,0.2449680594882569,0,2,0,0.8727101187104028,1,0.5
staging,0.921608769036639,1,2,1,0.4221585577829031,0,0.5
prod,0.5761782733666792,1,2,1,0.5477012891682996,0,0.9
dev,0.8275364806911548,0,2,0,0.4294213187169129,8,0.5
dev,0.4837543511075487,0,2,0,0.7538295485081532,8,0.5
prod,0.8727295772806143,1,3,0,0.678206437792314,3,0.9
staging,0.7871635420471201,0,3,1,0.8648987871037335,1,0.5
prod,0.13505992292095315,1,3,0,0.5458387274700557,9,0.5
staging,0.1764321060393561,1,3,1,0.4700029345705843,9,0.5
staging,0.5082614119906275,1,2,1,0.4207378517086554,4,0.5
staging,0.5787773366319917,1,3,1,0.38151965548363176,6,0.5
prod,0.9297826170630191,0,2,1,0.7470930836038944,9,0.5
prod,0.2671276768637586,0,1,1,0.5485578279009085,2,0.5
dev,0.5794164893678494,1,2,0,0.04603871255927505,7,0.5
staging,0.21107504365567425,1,1,1,0.39481348991570575,8,0.5
dev,0.34314792524816856,1,1,1,0.7711692665227922,6,0.5
staging,0.7275890106840551,1,2,0,0.9247077925663236,6,0.5
prod,0.5348956738352154,1,1,1,0.6850944550636598,2,0.5
staging,0.9386277006990219,1,3,0,0.5201829699285938,2,0.5
staging,0.608887147298722,0,3,1,0.03172750933955182,2,0.5
dev,0.6987824476459706,1,2,0,0.26669133290291147,2,0.5
dev,0.9093245051219614,0,3,0,0.23154166635644857,6,0.5
prod,0.3392576682661745,0,3,0,0.9101569529873212,1,0.5
staging,0.7067294625805989,0,1,0,0.26604980905543496,9,0.5
dev,0.6768310020066493,1,2,1,0.8203481498356022,0,0.5
staging,0.5334415485491206,0,3,1,0.10182109066494782,0,0.5
prod,0.6922233015719788,0,3,0,0.2819297194792004,8,0.5
staging,0.6534858023509744,1,1,0,0.8747438020214278,1,0.5
staging,0.9676520580675663,0,3,1,0.292470118607975,4,0.5
staging,0.1481620936687979,0,2,1,0.849144705824644,8,0.5
staging,0.5376225780147471,1,2,0,0.710423287814665,9,0.5
dev,0.569779788098283,1,2,1,0.674792492075823,6,0.9
dev,0.6570376602395019,0,3,0,0.9552251149248067,9,0.5
dev,0.9622393786116178,0,2,0,0.022652433924797766,9,0.5
staging,0.4210095039310323,1,3,1,0.837619255628202,9,0.5
dev,0.45911363946140016,1,1,1,0.12739856609399403,0,0.5
dev,0.37136233725790724,0,1,0,0.9807970968743149,2,0.5
dev,0.6743615304425085,1,3,1,0.31572988567920923,8,0.5
dev,0.42792288353785435,0,1,0,0.6524834163750965,2,0.5
prod,0.8794717925034433,0,1,1,0.7536199616782406,1,0.5
prod,0.18490670501454615,0,2,1,0.35088670148983625,0,0.5
dev,0.9260762244047339,1,2,1,0.9483114338355075,9,0.5
prod,0.20596366108202407,1,3,0,0.2784103371872374,2,0.5
