environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score,env_encoded,env_prod
prod,0.6824150112874108,1,1,1,0.09489481748655453,0.1111111111111111,0.0,1,1
staging,0.38170979019849455,1,3,1,0.9946055960713046,0.0,0.0,2,0
dev,0.9734791886973967,0,2,0,0.8941664642046115,0.6666666666666666,0.0,0,0
prod,0.2888908403054463,0,1,1,0.2535834623785564,0.8888888888888888,0.0,1,1
prod,0.8670017505204913,0,1,1,0.5888037383780469,0.5555555555555556,0.0,1,1
dev,0.5840525444426704,1,2,0,0.587226060661294,0.5555555555555556,0.0,0,0
prod,0.5932599767651214,0,2,1,0.36261100104863536,0.5555555555555556,0.0,1,1
dev,0.3525534294231807,1,1,1,0.6184796077573409,0.2222222222222222,0.0,0,0
prod,0.010471147878074502,0,3,1,0.08523319904278988,0.6666666666666666,0.0,1,1
dev,0.49703879801874673,1,1,1,0.43077467715742196,0.8888888888888888,0.0,0,0
dev,0.3904900582390587,1,1,0,0.059744034082067805,0.5555555555555556,0.0,0,0
prod,0.9218752246574949,0,2,1,0.5331421597178232,0.8888888888888888,0.0,1,1
prod,0.9407930774060181,0,2,1,0.682338500008356,0.4444444444444444,0.0,1,1
dev,0.7629889949086216,1,2,0,0.5363794180940743,1.0,0.0,0,0
staging,0.722200080380422,0,2,1,0.2026419054141855,0.5555555555555556,0.0,2,0
staging,0.9850874561549036,1,1,1,0.840116672820877,0.4444444444444444,0.0,2,0
dev,0.8905347234165363,0,3,0,0.4898595992414307,0.6666666666666666,0.0,0,0
staging,0.8077526392642278,0,1,1,0.6955676073589386,0.4444444444444444,0.0,2,0
dev,0.5955546069437684,0,3,0,0.9090793606641426,0.6666666666666666,0.0,0,0
dev,0.524540839072556,1,2,1,0.36765699721693484,0.4444444444444444,0.0,0,0
dev,0.8861667972136258,1,3,1,0.4114312183897823,0.3333333333333333,0.0,0,0
prod,0.4357308821728748,0,2,1,0.7168201492114467,0.7777777777777777,0.0,1,1
dev,0.939606903285675,1,3,0,0.9543761408654384,0.4444444444444444,0.0,0,0
dev,0.1352442750684999,0,2,1,0.5256347959651692,0.2222222222222222,0.0,0,0
prod,0.31084327381498095,0,2,0,0.9761696824406766,0.3333333333333333,0.0,1,1
dev,0.859985233722208,1,1,1,0.9121140629008242,1.0,0.0,0,0
prod,0.14643402051223325,0,1,1,0.634750282506598,0.0,0.0,1,1
dev,0.729762438292613,0,1,1,0.44381663895285905,0.1111111111111111,1.0,0,0
prod,0.8183687780020953,1,3,0,0.8574820801563382,0.5555555555555556,0.0,1,1
prod,0.2736100770134362,1,3,0,0.43927628569508914,0.6666666666666666,0.0,1,1
staging,0.945924230717404,1,1,1,0.14658762107883838,0.8888888888888888,1.0,2,0
dev,0.578365521439682,0,3,1,0.6110254255416284,0.8888888888888888,0.0,0,0
staging,0.5142227309121647,0,2,0,0.9258635722275954,0.4444444444444444,0.0,2,0
dev,0.17191880122307845,1,3,1,0.394477863543263,0.1111111111111111,1.0,0,0
staging,0.8516570171467439,1,1,1,0.023385545069011922,0.2222222222222222,0.0,2,0
staging,0.7149682732458293,0,3,1,0.3924665106665531,1.0,0.0,2,0
dev,0.011762119698586829,0,3,1,0.08037118451960433,0.3333333333333333,0.0,0,0
staging,0.32121892042757544,0,3,1,0.8091364269535504,0.7777777777777777,1.0,2,0
prod,0.8668646346757872,1,3,0,0.1501628867879002,0.8888888888888888,0.0,1,1
staging,0.23149943480810892,1,3,0,0.4514735357556519,0.2222222222222222,0.0,2,0
dev,0.5099187096034218,0,3,0,0.7476670528308336,0.7777777777777777,0.0,0,0
prod,0.9820343401464283,1,3,1,0.427646777759225,0.5555555555555556,0.0,1,1
prod,0.6217821428387361,1,3,1,0.8384202900098603,0.0,0.0,1,1
dev,0.06640113931139695,1,2,0,0.2844237405338728,0.3333333333333333,0.0,0,0
staging,0.8824554607271132,0,3,0,0.18354001809702947,0.7777777777777777,0.0,2,0
dev,0.3555330460922699,0,2,1,0.09981191787748254,0.6666666666666666,0.0,0,0
dev,0.2671575957791537,0,2,1,0.852682883739552,0.3333333333333333,0.0,0,0
dev,0.4323966233727101,0,1,0,0.06663400027506075,0.4444444444444444,0.0,0,0
staging,0.6483939659241231,0,3,0,0.9288372689578464,0.1111111111111111,0.0,2,0
dev,0.4982894778224042,0,3,0,0.7800065993714039,1.0,0.0,0,0
dev,0.6697790433714126,0,1,1,0.41975310386369,0.3333333333333333,0.0,0,0
staging,0.021293363482857028,0,3,0,0.24260893538228742,0.8888888888888888,1.0,2,0
staging,0.1544049122974805,0,1,1,0.7387129058387856,1.0,0.0,2,0
dev,0.1384341111673001,0,1,1,0.7161583526897759,1.0,0.0,0,0
dev,0.9351956447332795,1,1,0,0.10288104598243746,0.7777777777777777,1.0,0,0
prod,0.41460330983919813,0,1,0,0.6169533990520647,0.1111111111111111,0.0,1,1
prod,0.061339254630995585,1,2,0,0.8795760383819379,0.6666666666666666,0.0,1,1
staging,0.7932417930151021,1,2,0,0.27516415056519733,0.0,0.0,2,0
staging,0.07958305271396528,0,1,0,0.7178769301808816,0.4444444444444444,0.0,2,0
prod,0.390953061474162,1,3,1,0.4176825367031693,0.1111111111111111,0.0,1,1
dev,0.051954720952284913,0,2,1,0.6546676780174517,0.0,0.0,0,0
dev,0.3984506027369682,0,1,1,0.4464571541080757,0.4444444444444444,0.0,0,0
dev,0.05639167250652875,0,3,1,0.9911856405497353,0.2222222222222222,0.0,0,0
staging,0.96698028819942,0,2,0,0.8385918697915328,0.1111111111111111,0.0,2,0
prod,0.8906450439496644,0,3,1,0.8009674347700375,0.8888888888888888,0.0,1,1
prod,0.46142848072464526,1,2,1,0.6443383334058166,1.0,0.0,1,1
dev,0.9808868554743148,1,2,1,0.25614654505572637,0.0,0.0,0,0
prod,0.6002460135020501,0,2,0,0.9708186301917953,0.3333333333333333,0.0,1,1
staging,0.18895725661264962,1,2,1,0.7725709444666679,0.6666666666666666,1.0,2,0
prod,0.7902704005600115,0,2,1,0.2895292145706087,0.7777777777777777,0.0,1,1
staging,0.5598210940929268,1,1,1,0.49246795228311235,0.5555555555555556,1.0,2,0
staging,0.8242351531485891,0,3,1,0.3321931240179725,0.1111111111111111,0.0,2,0
staging,0.9241005071070728,1,3,1,0.8567553444219406,0.8888888888888888,0.0,2,0
staging,0.8297652807292473,0,2,1,0.6486739411361813,1.0,0.0,2,0
prod,0.49026029722002173,0,1,1,0.5497825275335099,0.6666666666666666,0.0,1,1
dev,0.8413411755708852,1,2,1,0.5179369131008071,0.6666666666666666,0.0,0,0
dev,0.6551365058394101,0,2,0,0.7769126381955206,0.6666666666666666,0.0,0,0
dev,0.7209718861945845,1,1,1,0.508754721413942,0.6666666666666666,0.0,0,0
staging,0.013087043437170182,1,2,0,0.1851150850594222,0.0,0.0,2,0
staging,0.41119234678287553,0,1,0,0.006425260133810326,0.3333333333333333,0.0,2,0
dev,0.6348031561780699,1,2,0,0.16455211842211026,0.0,0.0,0,0
prod,0.7118122036445316,0,3,1,0.8433361963250491,1.0,0.0,1,1
prod,0.24069416047986403,0,2,0,0.09422454514351433,0.5555555555555556,0.0,1,1
dev,0.26642080509886945,0,3,0,0.6288357632794452,0.7777777777777777,0.0,0,0
staging,0.10665461469762637,1,2,0,0.8283780441144897,0.4444444444444444,0.0,2,0
staging,0.7548062901494063,0,3,0,0.12243318512537806,0.1111111111111111,1.0,2,0
prod,0.4084984578376092,0,1,1,0.7988430753407723,0.8888888888888888,0.0,1,1
dev,0.11252562442415988,1,1,0,0.7218973449582107,0.3333333333333333,0.0,0,0
dev,0.729171991783987,1,1,0,0.14162913761086554,0.6666666666666666,0.0,0,0
dev,0.135444031889087,0,1,1,0.588970532735803,0.8888888888888888,1.0,0,0
dev,0.6730941683236895,1,3,1,0.04089725799103096,0.8888888888888888,0.0,0,0
prod,0.5294017175723283,0,3,0,0.9276734061223278,0.7777777777777777,0.0,1,1
dev,0.8292858670819615,1,2,0,0.8415429394321384,0.3333333333333333,0.0,0,0
prod,0.8709053713388735,1,2,1,0.9220877594479301,0.1111111111111111,0.0,1,1
prod,0.8098583179599586,1,1,1,0.3542729837637308,0.8888888888888888,1.0,1,1
staging,0.8941351574463129,0,2,1,0.08657751301764548,0.6666666666666666,0.0,2,0
dev,0.9441513144234052,1,1,0,0.47875199959562365,0.3333333333333333,1.0,0,0
dev,0.1386802770137271,1,1,0,0.6952014247638632,0.2222222222222222,0.0,0,0
dev,0.7017450014759121,1,2,0,0.7292740392814366,0.8888888888888888,0.0,0,0
prod,0.9309108394436029,1,2,0,0.06625748389828101,0.7777777777777777,0.0,1,1
staging,0.2669480972613106,1,3,0,0.25551511117524556,0.5555555555555556,0.0,2,0
staging,0.05575050903577962,0,1,0,0.4422861016816349,0.7777777777777777,0.0,2,0
staging,0.4280019810783824,0,3,0,0.9356160740673949,0.1111111111111111,0.0,2,0
prod,0.9394536095286884,0,1,0,0.6827539973685066,0.2222222222222222,0.0,1,1
staging,0.7472477025066284,0,3,0,0.20827936733202304,0.6666666666666666,0.0,2,0
prod,0.9943032604752026,1,1,0,0.48239210530430876,0.4444444444444444,1.0,1,1
staging,0.3932259378762406,0,2,1,0.5305967723661915,0.7777777777777777,0.0,2,0
prod,0.4791636749346194,0,1,1,0.9819063651613213,0.0,0.0,1,1
prod,0.32814623983435026,1,2,1,0.4868629803031746,0.7777777777777777,0.0,1,1
dev,0.2654067693580706,0,3,0,0.10740067328304237,0.4444444444444444,0.0,0,0
dev,0.7188303329676996,0,1,0,0.16441056030843557,0.5555555555555556,0.0,0,0
prod,0.7438723219575587,0,1,1,0.8863643233642046,0.3333333333333333,0.0,1,1
prod,0.7750854758789442,1,3,1,0.9054945108931033,0.2222222222222222,0.0,1,1
dev,0.5985319837564279,0,3,1,0.425643935121674,0.8888888888888888,0.0,0,0
dev,0.5479015763160795,1,2,1,0.49493597162941694,0.7777777777777777,0.0,0,0
dev,0.4914457289525501,1,2,0,0.5012236190650574,1.0,0.0,0,0
staging,0.25124910669339684,1,1,0,0.5417165103898011,0.0,0.0,2,0
prod,0.6996375886274576,0,1,1,0.7406379970969833,0.7777777777777777,0.0,1,1
prod,0.13390171040916254,0,2,1,0.8243919248578554,0.1111111111111111,0.0,1,1
dev,0.2163473755173953,1,3,1,0.45566517436195836,1.0,0.0,0,0
staging,0.606215525521379,1,3,0,0.6236809356405262,0.6666666666666666,0.0,2,0
staging,0.7181702084034206,1,3,0,0.10137333015076538,0.2222222222222222,0.0,2,0
dev,0.7360748713881136,1,3,0,0.9610663187551287,0.4444444444444444,0.0,0,0
staging,0.6154855784797791,1,1,1,0.5959318849289719,0.4444444444444444,1.0,2,0
dev,0.03747226043109912,1,1,0,0.2408996422984958,0.8888888888888888,0.0,0,0
dev,0.9330300716212184,0,1,1,0.613675058185273,0.3333333333333333,0.0,0,0
prod,0.26163417739585854,0,3,0,0.708666931317154,0.1111111111111111,0.0,1,1
staging,0.5426416821851825,1,3,1,0.7626167722481657,0.2222222222222222,0.0,2,0
staging,0.7182318229976612,1,2,1,0.5183063361513476,1.0,0.0,2,0
prod,0.8560139269898188,0,3,1,0.3622093037473456,0.6666666666666666,0.0,1,1
prod,0.8008748292423825,1,1,1,0.18417352241229315,0.8888888888888888,0.0,1,1
dev,0.9327161834841987,0,1,1,0.21601693394849383,1.0,0.0,0,0
dev,0.46158286422276373,1,1,0,0.9566533235113539,0.7777777777777777,0.0,0,0
prod,0.6984719513770977,0,3,0,0.3177378197521855,0.0,0.0,1,1
staging,0.895018057123644,0,1,0,0.7852999929949941,0.8888888888888888,0.0,2,0
dev,0.9067909744248791,1,2,1,0.4718064096179222,0.0,0.0,0,0
prod,0.810780543683601,0,1,1,0.9777083315836441,0.0,0.0,1,1
prod,0.08813599255812658,1,1,1,0.4729237472685016,0.5555555555555556,1.0,1,1
staging,0.8148446929819475,1,2,0,0.7600327477050378,0.8888888888888888,0.0,2,0
staging,0.3912145978174899,0,3,1,0.7885678156071853,0.5555555555555556,0.0,2,0
prod,0.9371423866478664,1,3,1,0.3612730490795807,0.2222222222222222,1.0,1,1
staging,0.8569699738062548,1,3,1,0.6020967371894603,1.0,0.0,2,0
dev,0.23010545621925088,0,1,0,0.5423617623913949,0.1111111111111111,0.0,0,0
prod,0.4538921815800825,0,1,1,0.012022715435735123,0.6666666666666666,0.0,1,1
prod,0.026599169018435523,1,1,1,0.8183086324734549,0.8888888888888888,0.0,1,1
dev,0.9038500998215006,0,1,0,0.19370196945120852,0.1111111111111111,0.0,0,0
staging,0.3404218410872181,0,3,0,0.6768959310814099,0.3333333333333333,0.0,2,0
staging,0.5640052492941429,0,1,0,0.7505479837011082,0.0,0.0,2,0
dev,0.30516382926322444,0,2,0,0.07617110090190315,0.2222222222222222,0.0,0,0
dev,0.10516280441318869,1,3,1,0.9377951968801879,0.5555555555555556,1.0,0,0
prod,0.883626855551233,1,3,0,0.5212814116566561,0.0,0.0,1,1
staging,0.34222204126048233,0,2,1,0.3439453743697402,0.8888888888888888,0.0,2,0
prod,0.5949001245148928,1,2,1,0.05002650550832485,0.2222222222222222,0.0,1,1
prod,0.9861211754880231,1,3,1,0.8068577336495213,0.7777777777777777,0.0,1,1
staging,0.11405141871621276,1,1,1,0.361184060965039,1.0,0.0,2,0
prod,0.777236152921835,1,3,1,0.7501130612757844,0.1111111111111111,0.0,1,1
staging,0.7147713940368693,1,2,1,0.2536448838855334,0.3333333333333333,0.0,2,0
dev,0.8019387344252213,0,2,0,0.12555258204748856,0.4444444444444444,0.0,0,0
dev,0.6717956317366308,1,3,0,0.4665449217073383,1.0,0.0,0,0
dev,0.7861877660865875,0,1,0,0.8163536372986279,0.4444444444444444,0.0,0,0
dev,0.4293210633343453,0,3,1,0.25010732504003996,0.5555555555555556,0.0,0,0
dev,0.6934519016549078,0,2,1,0.7009383224970492,0.3333333333333333,1.0,0,0
prod,0.35592502561089284,0,3,1,0.5010431557812872,0.1111111111111111,1.0,1,1
staging,0.4719506740039827,0,3,1,0.6176891602150905,0.7777777777777777,0.0,2,0
prod,0.8876120252056279,0,3,0,0.3154512127707846,0.6666666666666666,0.0,1,1
staging,0.4226519084259255,0,1,1,0.00921501414625326,0.4444444444444444,0.0,2,0
dev,0.08327893079316563,1,1,0,0.34847499212925515,0.6666666666666666,0.0,0,0
dev,0.5612463546501856,1,3,0,0.57511941240225,0.5555555555555556,0.0,0,0
dev,0.8098169000336473,1,3,0,0.05900988703629553,0.2222222222222222,0.0,0,0
prod,0.4020108682454834,0,3,0,0.7015049503676613,0.4444444444444444,0.0,1,1
prod,0.6385313571448227,1,1,1,0.936040685097474,0.3333333333333333,0.0,1,1
staging,0.24882324293858216,1,1,1,0.687459634969311,0.3333333333333333,0.0,2,0
dev,0.8569784413187663,1,3,0,0.1745802747048988,0.6666666666666666,0.0,0,0
dev,0.3305191564686167,0,3,0,0.4840987075587308,0.7777777777777777,0.0,0,0
prod,0.11692313047101323,0,2,1,0.4610607085598176,0.6666666666666666,0.0,1,1
prod,0.1658315731342146,0,3,0,0.7974684127235744,0.6666666666666666,0.0,1,1
staging,0.26394492239501055,1,3,1,0.059423330313206436,0.5555555555555556,0.0,2,0
staging,0.8509676112310219,0,3,0,0.13969506886492708,0.7777777777777777,0.0,2,0
staging,0.2509901522254744,0,1,1,0.9968177455870538,0.2222222222222222,0.0,2,0
dev,0.9527200182297472,1,2,1,0.8780003118986562,0.5555555555555556,0.0,0,0
dev,0.5216299638695384,1,3,0,0.24118065817711282,0.8888888888888888,0.0,0,0
prod,0.6039724435893375,1,3,0,0.06500303305446538,0.3333333333333333,0.0,1,1
staging,0.8850087414601349,0,1,0,0.44454115034285085,0.0,0.0,2,0
staging,0.4762565319609863,1,2,0,0.6183492600251513,0.6666666666666666,0.0,2,0
staging,0.8383155287904662,1,1,0,0.6750245405341007,1.0,0.0,2,0
staging,0.8131141894345874,0,1,1,0.9166980055362924,0.3333333333333333,0.0,2,0
staging,0.02357561822651251,0,2,0,0.05445686007415624,0.8888888888888888,0.0,2,0
dev,0.981537043137645,0,1,0,0.8878366215520374,0.5555555555555556,0.0,0,0
dev,0.529731437519244,0,3,1,0.19114505575281088,0.0,0.0,0,0
staging,0.35605219099792573,0,3,1,0.4665485772411191,0.0,1.0,2,0
staging,0.5251203599535167,1,3,1,0.40368098682303627,0.2222222222222222,0.0,2,0
dev,0.47415835136777273,0,3,1,0.31952588964757717,0.1111111111111111,1.0,0,0
prod,0.8664457996100169,1,3,1,0.38934348261823865,0.7777777777777777,0.0,1,1
staging,0.624286078923972,0,1,0,0.5614644065386447,0.7777777777777777,0.0,2,0
dev,0.6255901176472526,0,2,0,0.5861387034661354,0.6666666666666666,0.0,0,0
dev,0.5585340981716895,1,1,0,0.8932883987857201,0.3333333333333333,1.0,0,0
dev,0.13578395662651904,0,3,1,0.8389741233473589,0.6666666666666666,0.0,0,0
prod,0.2753370442948022,1,1,0,0.07309494438893667,0.3333333333333333,0.0,1,1
staging,0.3202624176194857,0,3,1,0.6309106267866085,0.7777777777777777,0.0,2,0
prod,0.40359511329755715,0,3,0,0.3998823257377911,0.4444444444444444,0.0,1,1
staging,0.8890554569024317,0,3,1,0.007657459596316883,0.1111111111111111,0.0,2,0
dev,0.72341680754016,1,2,0,0.7286739942650784,0.5555555555555556,0.0,0,0
dev,0.9400152967655738,1,2,0,0.13903765353242645,0.3333333333333333,0.0,0,0
prod,0.9392861175351691,0,1,1,0.28155664723935525,0.5555555555555556,0.0,1,1
dev,0.0782930470801493,1,3,0,0.1522142935525524,0.8888888888888888,0.0,0,0
staging,0.8810058353127587,1,2,0,0.3285973969576886,0.1111111111111111,0.0,2,0
prod,0.7524560474031676,0,3,0,0.05954325990830551,1.0,1.0,1,1
prod,0.5665488624255905,0,2,0,0.14060716066719475,0.3333333333333333,0.0,1,1
dev,0.5115380218170503,1,3,0,0.48307811530056627,0.0,0.0,0,0
dev,0.6538990733660405,1,1,1,0.10249937929658427,1.0,0.0,0,0
staging,0.6019579516252891,1,1,0,0.822391552179983,0.6666666666666666,0.0,2,0
staging,0.25841811133614023,1,2,0,0.469898426831041,0.5555555555555556,0.0,2,0
prod,0.5019029091178058,0,3,1,0.6939243669813082,0.4444444444444444,0.0,1,1
staging,0.823256791726547,1,3,1,0.10192583576988477,0.7777777777777777,1.0,2,0
prod,0.5966718207739476,0,1,0,0.19055574478858192,0.5555555555555556,0.0,1,1
staging,0.606163410873534,1,2,0,0.9575876908752557,0.6666666666666666,0.0,2,0
dev,0.9512117371796874,1,3,1,0.11094821460648445,0.4444444444444444,0.0,0,0
prod,0.41494003073466057,0,3,0,0.02817645175856824,0.0,0.0,1,1
staging,0.24449560140803334,0,2,1,0.5970503366152908,0.4444444444444444,0.0,2,0
dev,0.2272647750473874,1,3,1,0.9885806865232446,0.1111111111111111,0.0,0,0
dev,0.7694413379113691,0,2,0,0.44412022577864657,0.3333333333333333,0.0,0,0
staging,0.4879361230561705,1,1,0,0.9706828815176956,0.2222222222222222,0.0,2,0
prod,0.4318440669616468,1,2,0,0.20793163904301074,0.6666666666666666,1.0,1,1
staging,0.8018876956619934,1,3,0,0.43480295808239994,0.8888888888888888,0.0,2,0
prod,0.9601646969017915,0,1,0,0.8729634456265162,0.6666666666666666,1.0,1,1
dev,0.9008133309555887,0,3,1,0.8020282428846922,0.4444444444444444,1.0,0,0
dev,0.32832666995437354,0,3,0,0.5933944804063884,0.2222222222222222,1.0,0,0
prod,0.5150641312376889,0,2,1,0.7168816680533083,0.6666666666666666,0.0,1,1
prod,0.11291160462592877,0,3,0,0.8601785086548936,0.8888888888888888,1.0,1,1
dev,0.31203131662312056,0,3,0,0.8299185317457692,0.3333333333333333,0.0,0,0
dev,0.8932728056397751,0,1,1,0.5076467098284909,0.1111111111111111,0.0,0,0
dev,0.44151460566341905,0,1,0,0.7438644416320789,0.1111111111111111,0.0,0,0
prod,0.71306389029397,0,3,0,0.9442555341468089,0.2222222222222222,0.0,1,1
prod,0.4887305412878348,1,3,0,0.9735212984842578,0.6666666666666666,0.0,1,1
staging,0.6665900782811822,1,3,1,0.654360973737828,0.6666666666666666,0.0,2,0
staging,0.15880455178204977,0,1,1,0.8405804910567518,0.4444444444444444,0.0,2,0
prod,0.533264029225816,1,1,1,0.8543051483932897,1.0,0.0,1,1
dev,0.6201076192457682,0,1,1,0.9512214117042018,0.6666666666666666,0.0,0,0
staging,0.6182400395065739,0,1,0,0.9472447824956808,0.6666666666666666,0.0,2,0
prod,0.4207807606185773,1,1,0,0.18256169796561997,0.3333333333333333,0.0,1,1
prod,0.4927967082634048,1,2,1,0.011610901547824432,0.3333333333333333,0.0,1,1
prod,0.8413005323432928,1,3,0,0.44479290142029904,0.4444444444444444,1.0,1,1
dev,0.9888455419637133,0,2,0,0.4789577548750429,0.5555555555555556,0.0,0,0
prod,0.6513020194042269,0,2,0,0.22118715128152736,0.4444444444444444,0.0,1,1
dev,0.5372926573301471,1,3,1,0.13160456287308103,0.7777777777777777,0.0,0,0
staging,0.5475016367680863,0,2,0,0.39393055544890865,0.3333333333333333,0.0,2,0
staging,0.6903280126759204,0,1,0,0.028447787643609463,0.7777777777777777,0.0,2,0
dev,0.41692970551776887,0,1,1,0.15674145881688512,0.5555555555555556,0.0,0,0
staging,0.03364184583487677,0,3,0,0.051163948157906355,0.4444444444444444,0.0,2,0
staging,0.6816250006576464,1,2,1,0.28545202723500074,0.1111111111111111,0.0,2,0
dev,0.8082472179617803,1,1,1,0.08669928469465436,0.2222222222222222,0.0,0,0
prod,0.9671385320092541,1,3,0,0.07600451235894178,0.1111111111111111,0.0,1,1
staging,0.06278467651353141,1,2,1,0.635008482769746,1.0,0.0,2,0
staging,0.014533927083926437,1,3,0,0.46692386250940565,0.2222222222222222,0.0,2,0
staging,0.9264572098570493,0,3,0,0.4708566624015175,0.4444444444444444,0.0,2,0
staging,0.3250943591251698,0,1,0,0.8362798356945734,0.8888888888888888,0.0,2,0
prod,0.9049809341654608,1,2,0,0.8691060844874637,0.0,0.0,1,1
prod,0.46822128076255176,1,1,1,0.09181171868499369,0.6666666666666666,0.0,1,1
dev,0.04580014014085464,0,3,0,0.6751297532950141,0.3333333333333333,1.0,0,0
dev,0.3788790790985636,0,1,0,0.8790951684892829,0.1111111111111111,1.0,0,0
dev,0.10246924295869002,1,1,1,0.3638883215467575,0.3333333333333333,0.0,0,0
prod,0.16647490587236985,0,2,0,0.28882637469209077,0.2222222222222222,0.0,1,1
prod,0.2503659439003833,0,2,1,0.23162361855790362,0.5555555555555556,0.0,1,1
staging,0.5830393236127723,1,2,1,0.08164233564611831,0.8888888888888888,0.0,2,0
staging,0.2431552690993204,0,2,0,0.6179222686899126,0.2222222222222222,0.0,2,0
staging,0.5419713784771667,0,1,0,0.7594458226770993,0.5555555555555556,0.0,2,0
staging,0.8213513750992362,0,1,0,0.28596540499132717,0.5555555555555556,0.0,2,0
staging,0.9248347452858819,1,2,0,0.8869925599765001,0.2222222222222222,0.0,2,0
prod,0.8520064304824301,1,3,0,0.36955091211027236,1.0,0.0,1,1
staging,0.7279632305716522,1,2,0,0.312142707068153,0.3333333333333333,0.0,2,0
dev,0.44161235622422945,1,3,1,0.8688184255202613,0.0,0.0,0,0
dev,0.16208185840476974,1,1,1,0.4168060180194979,0.2222222222222222,0.0,0,0
staging,0.3339581045526976,1,1,0,0.8647102951178125,0.8888888888888888,0.0,2,0
dev,0.2260821787356257,0,1,1,0.24437294159280357,0.8888888888888888,0.0,0,0
staging,0.6796353744114043,0,1,1,0.7044935057292651,0.0,0.0,2,0
prod,0.2703819967463253,0,1,0,0.8116622643582726,1.0,0.0,1,1
prod,0.02089644953307508,0,2,0,0.5000397272780898,0.7777777777777777,0.0,1,1
dev,0.8755242894563254,1,3,1,0.5746000986052457,0.4444444444444444,0.0,0,0
prod,0.44795061340427633,0,2,0,0.7921206401646641,0.6666666666666666,1.0,1,1
dev,0.6877294851396861,0,3,1,0.08302052414049889,0.5555555555555556,1.0,0,0
prod,0.8618332446205332,1,1,1,0.5115299312850209,0.7777777777777777,0.0,1,1
prod,0.9287082839874269,0,1,1,0.2020835052776608,0.0,0.0,1,1
prod,0.6192091558429055,1,1,0,0.21340839251679725,0.1111111111111111,1.0,1,1
dev,0.20869663712339498,1,2,0,0.7984882374096879,0.3333333333333333,0.0,0,0
prod,0.13290857375343906,0,3,1,0.4850562731542011,0.0,0.0,1,1
dev,0.14245419678229126,1,1,1,0.5974818505609153,0.3333333333333333,0.0,0,0
staging,0.9823144050760458,0,2,1,0.08252788752378884,0.5555555555555556,0.0,2,0
staging,0.895280820220924,0,1,0,0.20450704946284398,1.0,0.0,2,0
prod,0.33268142350979973,1,3,0,0.48795798499386794,0.1111111111111111,0.0,1,1
staging,0.22109973814611245,0,2,1,0.5199516100855491,0.2222222222222222,0.0,2,0
prod,0.21092650582177352,0,2,0,0.8112261892397893,0.4444444444444444,0.0,1,1
dev,0.8680979016951508,1,2,1,0.19944491861033797,0.5555555555555556,0.0,0,0
staging,0.6192346772210721,0,2,0,0.002347998384578197,0.3333333333333333,0.0,2,0
dev,0.8969280580481717,0,1,0,0.7889088811287611,0.5555555555555556,0.0,0,0
prod,0.9026543914659729,1,3,1,0.7408395984178865,0.8888888888888888,0.0,1,1
prod,0.9748093577894063,1,3,0,0.38567428080385,1.0,1.0,1,1
dev,0.521811619893087,1,2,1,0.6484891266047198,0.7777777777777777,0.0,0,0
dev,0.6722396855152281,0,3,1,0.9214246177206413,0.2222222222222222,0.0,0,0
prod,0.1533569571083479,0,2,0,0.9111861442401656,0.4444444444444444,0.0,1,1
prod,0.41733029317649617,1,3,0,0.48940741459559767,0.3333333333333333,0.0,1,1
dev,0.6697304184160144,0,2,0,0.9473524474683803,0.6666666666666666,0.0,0,0
prod,0.7371234812923767,1,1,1,0.1409287154252046,0.7777777777777777,0.0,1,1
dev,0.32344830539502095,1,2,1,0.35070919730125444,0.8888888888888888,0.0,0,0
staging,0.5761742951301986,1,1,0,0.8977854217024511,0.2222222222222222,0.0,2,0
prod,0.08637795269976926,1,1,1,0.24379951443510067,0.1111111111111111,0.0,1,1
dev,0.8864993652388344,1,2,0,0.3055192586347502,1.0,0.0,0,0
prod,0.642044022728979,1,2,1,0.2990627892005688,0.6666666666666666,0.0,1,1
dev,0.3145924150061747,0,2,0,0.43928468468485043,0.6666666666666666,0.0,0,0
dev,0.5018463545280769,1,3,0,0.5409525157613099,0.7777777777777777,0.0,0,0
prod,0.014717318029204049,1,1,1,0.28221557656423446,0.3333333333333333,0.0,1,1
prod,0.9524738508843776,1,1,1,0.4804025034811604,0.5555555555555556,0.0,1,1
prod,0.6109926369057731,1,3,0,0.33589993686531777,0.0,0.0,1,1
staging,0.47023662654147025,0,3,1,0.06428939001112932,0.2222222222222222,1.0,2,0
prod,0.6643663616215914,0,2,1,0.5506328428075908,1.0,1.0,1,1
dev,0.32008354762651764,1,3,0,0.4659566900411766,0.1111111111111111,1.0,0,0
prod,0.5657927521555522,0,2,0,0.4070099885801552,0.3333333333333333,0.0,1,1
staging,0.5847773631379621,1,1,1,0.19149733129981236,1.0,0.0,2,0
staging,0.337994528107783,1,2,0,0.13201792261603568,0.6666666666666666,0.0,2,0
dev,0.40043453590673683,0,3,1,0.476154310883368,0.2222222222222222,0.0,0,0
dev,0.4056201048808077,1,1,0,0.09311949625390753,0.1111111111111111,1.0,0,0
prod,0.14182844267431977,0,3,0,0.12015665177654863,1.0,0.0,1,1
staging,0.01049311229553851,1,3,0,0.7299030788422516,0.0,0.0,2,0
staging,0.08426650700738254,0,2,0,0.7545779495099827,0.6666666666666666,0.0,2,0
dev,0.843268816090568,1,1,0,0.6750502815712294,0.5555555555555556,0.0,0,0
